,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text
10,1613090000000,Alameda,San Lorenzo Unified,Suburban,Unified School District,9235,82,1.0,2008,2008,https://4.files.edl.io/05d4/06/29/18/021422-0b99d6fc-a711-4dcc-a86a-a1e180be6bc2.pdf,0.0,,,,3.0,1,1,1,1.0,1.0,1,0.0,0.0,1,1,1,1,2.0,6.5,0,6.5,0.0,3.0,1.5,9.5,San_Lorenzo_Unified_BP7111.pdf,"SAN LORENZO   UNIFIED SCHOOL DISTRICT   BOARD POLICY  Facilities                                                                                                           BP 7111 (a)  EVALUATING AND MAINTAINING SCHOOL FACILITIES     The Superintendent or designee shall periodically evaluate the adequacy, design, and conditions  of existing district facilities to determine whether they meet the needs of the instructional  program and provide a healthful and pleasing environment for students and staff.  He/she also  shall determine whether district facilities fulfill legal requirements for safety and structural  soundness, access for the disabled, and energy conservation.  In addition, the Superintendent or designee shall regularly calculate the capacity of existing  school buildings to adequately house the district's current students and projected enrollments.   Such determinations shall consider standards for use of classrooms for purposes other than  regular daily classroom instruction and minimizing the need to acquire additional classroom  space and/or require students to attend a school other than the school in their attendance area.  Any identified needs for repair, modernization, or construction shall be incorporated into the  district's facilities planning process.   Structural Safety     In the event that the Department of General Services or any licensed structural engineer or  licensed architect finds and reports to the Governing Board that a district building is unsafe for  use, the Superintendent or designee shall immediately obtain an estimate of the cost of repairs or  reconstruction necessary to bring the building up to legal standards for structural safety.  The  Board shall establish a system of priorities for the repair, reconstruction, or replacement of  unsafe school buildings (Education Code 17367).   A relocatable school building or structure shall meet the requirements of Education Code 17280- 17317 and 17365-17374 pertaining to structural safety.  However, a relocatable building that  does not meet the requirements of Education Code 17280 may be used as a school building until  September 30, 2015, if all the conditions specified in Education Code 17292 are met and the  Board so certifies to the Department of General Services (Education Code 17291, 17292).   Energy Efficiency     To the extent that services are available, the Superintendent or designee may arrange for the  energy audit of school buildings to identify the type and amount of work necessary to retrofit  buildings and obtain an estimate of projected energy savings.  The District may contract with  qualified businesses capable of retrofitting these buildings and may borrow funds which do not  exceed the amount of energy savings to be accumulated from the improvement of the buildings  (Education Code 17651-17653).     Evaluating and Maintaining School Facilities (continued)                                        BP 7111 (b)    Cleanliness of Facilities     The Superintendent shall develop and supervise a program for the cleanliness and sanitary  management of school facilities (i.e., buildings, grounds, and equipment) pursuant to standards  established by the State.   The principal of each school shall be responsible for the condition of the facility.  Teachers shall  be responsible for the condition of their classrooms.  Principals shall inspect their facilities  regularly and report conditions that may threaten the welfare of occupants.  Maintenance of Facilities     The Superintendent shall develop and supervise a program for the maintenance of school  facilities (i.e., buildings, grounds, and equipment) pursuant to standards established by the State,  which shall include but not be limited to the following:  1. a regular program of preventive maintenance  2. a regular program of facility repair and improvement  3. an equipment replacement program, when financially feasible  4. a long-range program of building modernization  5. establishment of priorities among the requests for repairs and facility improvements  Legal Reference:   EDUCATION CODE   17070.10-17077.10 Leroy F. Greene School Facilities Act of 1998 especially:   17071.10-17071.40 Existing school building capacity   17280-17316 Building approvals   17365-17374 Fitness for occupancy   17650-17653 Retrofitting school facilities for energy conservation   GOVERNMENT CODE   53097 Compliance with city or county ordinances   53097.5 Inspection of schools by city or county   CODE OF REGULATIONS, TITLE 2   1859-1859.106 Regulations relating to the Leroy F. Greene School Facilities Act of 1998                 Board Adopted: October 7, 2008  "
11,1750930000000,Alameda,Dublin Unified,Suburban,Unified School District,12827,13,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=d6K1yRY9herNmsf8VwRnyQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,2.0,6.5,0,7.5,1.0,3.0,1.0,11.0,,
12,1751010000000,Alameda,Pleasanton Unified,Urban,Unified School District,13684,17,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030382&revid=yJXU5EtpdcQ8nErbVj3xsA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.5,0,1,1,1.0,1.0,1,0.0,0.0,0,1,0,1,2.0,7.0,2,10.0,1.0,3.0,1.5,11.0,,
13,1751190000000,Alameda,Sunol Glen Unified,Rural,Unified School District,268,15,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030465&revid=Gplus1WpPXfitoDK8BbWr6QPQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.0,6.0,0,6.0,0.0,2.5,1.5,9.0,,
14,2613330000000,Alpine,Alpine County Unified,Rural,Unified School District,65,63,1.0,1985,1985,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=B9ybmb8Ba7tWMUScktplusplusdg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=MGDGk1vknUEIarc3XQcS1g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&isPndg=&PG=6,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,4.0,0,4.0,0.0,2.0,1.0,7.5,Alpine_County_Unified_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 12/10/1985 All existing school facilities will be evaluated periodically for their spatial, thermal, visual, health, sonic and aesthetic requirements in terms of the desired educational programming, and for safety and structural soundness as required by law. In addition to the inspections provided by other district personnel, planning for major rehabilitation and remodeling will be incorporated in the school facilities master plan on a scheduled basis. In all evaluations of existing buildings the possibility of retrofitting them with energy conserving devices, insulation, and design modifications for the purposes of reduction of the costs of supplying energy shall be considered, as permitted under Education Codes 17900 through 17903. Board Policy Manual Alpine County Office of Education & Alpine County Unified School District "
15,3739810000000,Amador,Amador County Unified,Town,Unified School District,4067,43,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=bskfTEYdU2AExvLFAhF00w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.5,0.5,3.0,1.0,9.5,,
16,4614240000000,Butte,Chico Unified,Urban,Unified School District,14402,53,0.0,,,,1.0,2008,2017,https://www.chicousd.org/documents/Board%20Policies%20and%20Administrative%20Regulations/Administrative%20Regulations/AR%207000/AR-7111-Evaluating-Existing-Buildings.pdf,3.0,0,0,0,1.0,1.0,0,1.0,0.0,1,0,0,1,2.0,6.0,1,7.5,0.5,2.5,1.5,10.5,,
17,4614320000000,Butte,Durham Unified,Rural,Unified School District,1026,42,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=f20pUYd4Iw8Pyc01r53pslshQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,,
18,4614570000000,Butte,Golden Feather Union Elementary,Rural,Elementary School District,72,85,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030761&revid=GdQ7BplusDbIfplus28JjgQ9kB7w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,0,0,0,0.0,1.5,0,1.5,0.0,1.0,0.5,4.5,,
19,4615150000000,Butte,Oroville Union High,Town,High School District,2264,80,0.0,,,,1.0,1983,2008,https://resources.finalsite.net/images/v1694435199/ouhsdorg/ylrkv9ejlenxiadukohf/7111AR-EvaluatingExistingBuildings.pdf,3.0,0,0,1,1.0,1.0,1,1.0,1.0,0,0,0,0,0.0,4.0,0,4.0,0.0,2.5,1.5,7.0,,
20,4615230000000,Butte,Palermo Union Elementary,Rural,Elementary School District,1283,81,0.0,,,,1.0,2000,2000,https://www.palermoschools.org/documents/Board%20Policies/7000%20Facilities/7111%20Administrative%20Regulation%20Evaluating%20Existing%20Buildings.pdf,3.0,1,1,0,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,,
21,4615310000000,Butte,Paradise Unified,Town,Unified School District,2255,66,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030364&revid=gi6YscyVg6Py0mXlrr2evA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,1,0,0,1,1.5,4.5,0,5.0,0.5,2.5,0.5,8.0,,
22,4733790000000,Butte,Pioneer Union Elementary,Rural,Elementary School District,31,97,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031396&revid=USpwtutfQG9z5hGNaYCVAA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,2.5,0,1,0,1.0,1.0,0,0.0,0.0,0,0,0,0,0.5,1.5,0,1.5,0.0,1.0,0.0,4.0,,
23,4755070000000,Butte,Gridley Unified,Town,Unified School District,1995,76,0.0,,,,1.0,1999,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=fCMUA4hgGIbYIEdplusvUYgmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,2.5,6.0,0,6.0,0.0,2.5,1.0,9.0,,
24,5615560000000,Calaveras,Bret Harte Union High,Town,High School District,627,51,0.0,,,,1.0,2001,2001,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=I4aexhd1cGkUxX6qQuTvZw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,,
25,5615640000000,Calaveras,Calaveras Unified,Rural,Unified School District,2845,47,0.0,,,,1.0,2016,2016,http://www.calaveras.k12.ca.us/bp/policy/7000series/AR7111.pdf,3.0,1,1,1,1.0,1.0,1,1.0,1.0,0,1,0,1,1.5,5.5,1,6.5,0.0,3.0,1.0,9.5,,
26,5615800000000,Calaveras,Vallecito Union,Rural,Elementary School District,580,58,0.0,,,,1.0,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030266&revid=07btu7xwXjRsnd6Ggb7sIQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.0,0,5.0,0.0,2.5,1.0,8.0,,
27,6615980000000,Colusa,Colusa Unified,Town,Unified School District,1463,80,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030601&revid=1T0VOdm1VuwxMrOu4XBxslshA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,0,0,1,2.0,7.0,2,9.0,0.0,3.0,1.5,11.5,,
28,6616060000000,Colusa,Maxwell Unified,Rural,Unified School District,350,70,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030548&revid=H5Xd0hislshplusY4LcZfSeEKXpQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,1.0,0,0,0,1,0.5,2.0,0,2.0,0.0,1.0,0.5,5.0,,
29,6616140000000,Colusa,Pierce Joint Unified,Town,Unified School District,1494,76,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030634&revid=NwYOUIl3A7bHuslshFkwJeAXg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,1,1.0,1.0,1,1,0,1,2.0,5.0,1,6.5,0.5,3.0,0.0,9.5,,
30,6616220000000,Colusa,Williams Unified,Town,Unified School District,1354,96,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030294&revid=xsEJyZfFrJuvSGAKslshGGtrg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,0,1.0,1.0,1,1,0,0,0.0,4.0,0,4.5,0.5,3.0,1.0,7.5,,
31,7616300000000,Contra Costa,Acalanes Union High,Suburban,High School District,5415,10,1.0,1994,1994,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030662&revid=GslshgG7NsslshAWnj67AJzjoyeg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,1999,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030662&revid=EnvnfslshpluslhRlGmehwDsBKUw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,5.0,3,8.0,0.0,3.0,1.0,11.0,Acalanes_Union_High_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 05/11/1994 The adequacy and design of all existing school facilities shall be evaluated periodically in terms of meeting the needs of the instructional program and fulfilling the requirements of law regarding safety and structural soundness, accessibility to the handicapped and energy conservation. A primary consideration in evaluating existing facilities shall be the preservation of a healthful environment for students and staff as well as providing an aesthetically pleasing learning and working atmosphere. In the evaluation of existing buildings, the installation of energy conserving devices, including insulation or the implementation of other design modifications, shall be considered as permitted by law for purposes of reducing energy costs. Board Policy Manual Acalanes Union High School District "
32,7616480000000,Contra Costa,Antioch Unified,Suburban,Unified School District,16044,78,0.0,,,,1.0,2017,2017,https://go.boarddocs.com/ca/ausd/Board.nsf/goto?open&id=ANY37Y058F9A,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,0,2.0,6.0,0,6.5,0.5,2.0,1.5,9.0,,
33,7616550000000,Contra Costa,Brentwood Union,Suburban,Elementary School District,9751,27,0.0,,,,1.0,2013,2014,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3938/BUSD/3229970/7111_Evaluating_Existing_Buildings.pdf,2.5,0,0,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.0,4.0,0,4.5,0.5,2.5,0.5,7.0,,
34,7616630000000,Contra Costa,Byron Union Elementary,Town,Elementary School District,2185,35,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030564&revid=etqoHiipluswGRPzgplusSR8uLZA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,1.0,1,1,0,1,0.0,2.0,0,2.0,0.0,2.0,0.0,5.0,,
35,7616970000000,Contra Costa,John Swett Unified,Suburban,Unified School District,1220,80,0.0,,,,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030273&revid=tvFFute6slshXysjwV15eKVCg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,,
36,7617050000000,Contra Costa,Knightsen Elementary,Rural,Elementary School District,596,32,0.0,,,,1.0,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030280&revid=plusmS0oiPER169d030sU0rTQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,,
37,7617130000000,Contra Costa,Lafayette Elementary,Suburban,Elementary School District,3212,7,0.0,,,,1.0,2017,2017,https://go.boarddocs.com/ca/lafsd/Board.nsf/goto?open&id=BCWRXW703118,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,0.5,4.5,3,7.5,0.0,3.0,1.0,10.5,,
38,7617470000000,Contra Costa,Moraga Elementary,Suburban,Elementary School District,1770,8,0.0,,,,1.0,2014,2014,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030576&revid=bslshnfLmuNGNIbnEGzslshxl2EQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,5.5,0,6.0,0.5,3.0,1.5,9.0,,
39,7617540000000,Contra Costa,Mt. Diablo Unified,Suburban,Unified School District,30009,48,1.0,1999,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030590&revid=WdSAg8Ym2vo5rs46OOAAmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,1999,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030590&revid=WdSAg8Ym2vo5rs46OOAAmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,1,1,1,2.5,6.5,1,9.5,2.0,3.0,1.0,12.5,Mt_Diablo_Unified_BP7111.pdf,"Regulation 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 02/01/1999 | Last Revised Date: 05/11/2022 | Last Reviewed Date: 05/11/2022 The Superintendent or designee shall periodically evaluate the adequacy, design, and conditions of existing district facilities to determine whether they meet the needs of the instructional program and provide a healthful and pleasing environment for students and staff. He/she also shall determine whether district facilities fulfill legal requirements for safety and structural soundness, access for the disabled, and energy conservation. In addition, the Superintendent or designee shall regularly calculate the capacity of existing school buildings to adequately house the district's current students and projected enrollments. Any identified needs for repair, modernization, or construction shall be incorporated into the district's facilities planning process. Structural Safety In the event that the Department of General Services or any licensed structural engineer or licensed architect finds and reports to the Governing Board that a district building is unsafe for use, the Superintendent or designee shall immediately obtain an estimate of the cost of repairs or reconstruction necessary to bring the building up to legal standards for structural safety. The Board shall establish a system of priorities for the repair, reconstruction, or replacement of unsafe school buildings.  (Education Code 17367) A relocatable school building or structure shall meet the requirements of Education Code 17280-17317 and 17365- 17374 pertaining to structural safety. (Education Code 17291) Energy Efficiency To the extent that services are available, the Superintendent or designee shall arrange for the energy audit of school buildings to identify the type and amount of work necessary to retrofit buildings and obtain an estimate of projected energy savings. The district may contract with qualified businesses capable of retrofitting these buildings and may borrow funds which do not exceed the amount of energy savings to be accumulated from the improvement of the buildings.  (Education Code 17651-17653)   Board Policy Manual Mt. Diablo Unified School District "
40,7617620000000,Contra Costa,Oakley Union Elementary,Suburban,Elementary School District,5098,48,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030613&revid=npYrwER3VH54PoJKkMI4QQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,1,1,1.0,5.0,0,5.0,0.0,3.0,1.0,8.0,,
41,7617700000000,Contra Costa,Orinda Union,Suburban,Elementary School District,2554,4,0.0,,,,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030624&revid=cZq6q1exnuCM5zRQnX3c5A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,5.5,0,6.0,0.5,2.5,1.5,9.0,,
42,7617880000000,Contra Costa,Pittsburg Unified,Suburban,Unified School District,10709,83,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030783&revid=LsnmEs1UdejysP6qI8S05w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,0,0,1,2.5,8.0,4,15.0,3.0,3.0,2.5,18.0,,
43,7618040000000,Contra Costa,San Ramon Valley Unified,Urban,Unified School District,29235,11,0.0,,,,1.0,2016,2016,https://docs.google.com/spreadsheets/d/18P38jWdGWvy8a1fFOh4GeVW_epRTrviQXqsBV97GZWU/edit#gid=0,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,6.0,0,6.0,0.0,3.0,1.5,9.0,,
44,7618120000000,Contra Costa,Walnut Creek Elementary,Urban,Elementary School District,3547,24,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030279&revid=DNAQ8A7fA020KzFSXQZwyA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,,
45,8618200000000,Del Norte,Del Norte County Unified,Town,Unified School District,3719,70,0.0,,,,1.0,1999,1999,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030752&revid=iCCdyayU4yslsh525slshSTMF7Eg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,4.5,1,6.5,1.0,2.5,0.5,9.5,,
46,9618380000000,El Dorado,Buckeye Union Elementary,Suburban,Elementary School District,10189,34,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/PolicyListing.aspx?S=36030812&ptid=amIgTZiB9plushNjl6WXhfiOQ==,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,0,0,1,1.0,4.5,0,5.0,0.5,3.0,0.5,8.0,,
47,9618460000000,El Dorado,Camino Union Elementary,Rural,Elementary School District,428,54,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030569&revid=K3KfyUVB5MsHaA16plusuMypA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,0.0,0.0,1,0.0,0.0,1,1,0,0,0.0,2.5,0,3.0,0.5,2.5,0.0,6.0,,
48,9618530000000,El Dorado,El Dorado Union High,Suburban,High School District,6541,23,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030797&revid=jmKhu1hWq7Nplusj5trGbIfuQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,0.0,4.0,3,8.0,1.0,3.0,1.0,11.0,,
49,9618790000000,El Dorado,Gold Oak Union Elementary,Rural,Elementary School District,435,40,1.0,2004,2018,https://www.gousd.org/files/user/6/file/7111BP.pdf,0.0,,,,3.0,0,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,2.0,0,2.0,0.0,1.0,0.0,5.0,Gold_Oak_Union_BP7111.pdf,"Facilities                                                                 BP 7111    EVALUATING EXISTING BUILDINGS    9/21/2018    1  BOARD POLICY    All existing school facilities will be evaluated periodically for their spatial, thermal, visual,  health, sonic and aesthetic requirements in terms of the desired educational programming, and for  safety and structural soundness as required by law.    In addition to the inspections provided by other district personnel, planning for major  rehabilitation and remodeling will be incorporated in the school facilities master plan on a  scheduled basis.    In all evaluations of existing buildings the possibility of retrofitting them with energy conserving  devices, insulation, and design modifications for the purposes of reduction of the costs of  supplying energy shall be considered, as permitted under Education Codes 17900 through 17903          Legal Reference:  EDUCATION CODE:  17900-17903 Retrofitting existing school facilities for energy conservation  39210-39228 Fitness for occupancy (repair, renovation, or replacement of existing buildings),  esp.  39212 Building examinations; required actions of governing board upon report of unsafe  conditions                           Policy adopted: 02/17/04, 11/16/10  Gold Oak Union School District  "
